,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,,318.80908,-1.6892548,989.8242,-2.437167,1332.0068,-3.0881112,2270.2908,-2.9965222,5267.3037,-4.8221483,6258.1655,-1.5960766,14207.306,-4.7905326,16282.412,-4.6209517,3652.651,-0.38759106,20262.139,-1.2183328,67670.09,-11.003786
1,,435.818,-1.7566605,2642.7747,-5.590462,2362.9478,-5.0563464,3326.0903,-2.5330026,4015.4648,-2.8135881,10318.45,-7.5889587,902.88165,-0.31721395,13471.91,-2.2137873,23975.797,-12.49506,14633.374,-1.1652927,52672.734,-14.4879265
2,,326.1362,-3.111861,841.02594,-3.779453,1637.7625,-4.15917,5085.167,-11.609196,3253.9023,-6.3095684,370.7967,-0.2802416,10433.801,-11.886209,10631.412,-2.1537182,33848.344,-20.46769,29455.094,-9.080719,55558.55,-30.707014
3,,619.00323,-4.810715,1593.699,-5.103633,2642.356,-3.992575,6292.0356,-14.15554,5787.473,-6.588122,123.67229,-0.16230546,12263.598,-3.9494722,13914.889,-10.49078,21916.316,-13.773504,40063.74,-7.7496414,39507.125,-19.76632
4,,343.48087,-1.1601765,3561.323,-10.027782,4225.3145,-7.674425,5903.7954,-10.385525,0.115359,-0.0033406324,17864.492,-11.85295,32812.22,-20.027935,27111.379,-9.970293,3.6971567e-05,-3.2604272e-05,43722.008,-31.898169,0.000277059,-6.4434695e-05
5,,154.89809,-2.071142,1049.6313,-6.5654535,3155.721,-4.375246,4689.861,-3.9521315,6927.004,-5.6978097,13310.99,-8.606566,12336.487,-6.426474,23514.621,-10.572814,31719.184,-10.821131,31157.062,-2.8193038,47564.324,-4.899051
6,,315.07135,-1.2369256,651.7102,-1.0361354,1294.962,-1.6921926,5558.801,-8.923416,1422.0251,-0.5941763,6297.6055,-7.15995,8296.879,-4.8946815,14048.847,-1.2465847,17526.984,-4.0516396,58419.41,-3.2531748,33678.695,-5.4166617
7,,1124.5592,-2.9634953,3534.1216,-4.904988,2.0403228,-0.025986861,6587.306,-9.005726,7901.6865,-7.2452025,10306.796,-9.19,15435.604,-10.7356825,34055.188,-17.219473,44493.633,-12.268385,45267.29,-20.869467,4.9181337e-10,-5.960465e-08
8,,560.93286,-2.3137617,2249.5615,-2.5672958,1395.0774,-2.4313781,5132.533,-3.146914,7863.9014,-4.900484,11862.189,-12.140181,23875.543,-10.833205,22317.156,-3.6657965,49746.156,-17.432095,55669.586,-8.6043,63511.34,-11.036266
9,,185.77599,-2.232702,350.7317,-1.6640012,1222.2141,-2.1721807,2276.42,-2.361686,5214.2065,-5.8013773,3687.4517,-2.0433114,3783.2612,-1.1146337,8868.969,-10.29809,17818.035,-13.131181,15937.164,-15.378911,22639.717,-18.93857
