,0,1
0,12017.681,0.0079146605
1,10016.613,0.17811765
2,3213.4697,0.05967147
3,5156.816,0.02391001
4,12374.465,0.055556484
5,1639.4387,0.37579194
6,9794.977,0.0012939736
7,5120.317,0.0067728786
8,8203.429,0.007220448
9,1067.3682,0.75915885
10,3782.474,0.10138952
11,5666.5566,0.07633574
12,1019.36456,0.27319005
13,30692.04,0.00096394157
14,8699.708,1.3283448e-05
15,2334.5483,0.010070041
16,6649.032,0.00089918217
17,7757.333,0.0008486996
18,8013.8086,0.028252212
19,19113.113,0.036846213
20,11842.283,0.0021468275
21,6067.1963,0.0010796215
22,2257.5576,0.02066772
23,16396.268,0.001805631
24,7656.5557,0.024249619
25,4695.994,0.11050126
26,10583.212,0.018555881
27,13460.082,0.00024047805
28,3499.8818,0.0047544613
29,3624.4797,0.13042681
30,4193.844,0.0023212254
31,5704.8125,0.03587789
32,14794.168,0.012065784
33,7115.7295,0.022456968
34,26975.422,1.9462344e-05
35,19198.156,0.05477818
36,9497.836,0.007201252
37,20513.63,0.0013400132
38,7759.0195,0.054126285
39,2014.507,0.28470227
40,12190.182,0.009799269
41,4781.3755,0.06415983
42,6926.824,0.00054929656
43,5419.77,0.007928863
44,12204.8125,0.0027326369
45,7782.1797,0.018568428
46,14718.211,0.0034891018
47,17484.715,0.0073359623
48,10171.665,0.018875968
49,22661.2,0.040908385
50,57.16786,0.88351285
51,6905.3936,0.19309552
52,4656.501,0.043621823
53,6545.169,0.00026269417
54,4036.0833,0.0034508323
55,262.14368,0.8630101
56,20154.785,0.0014278474
57,18075.895,0.0036526981
58,11984.955,0.0055801226
59,11077.578,0.011617382
60,7579.5625,0.049296167
61,1866.7296,0.10327228
62,5767.1562,0.033210725
63,4162.658,0.051683
64,1677.5382,0.030191632
65,18924.625,0.0017538175
66,3973.8135,0.023425495
67,1648.0723,0.18523018
68,551.66156,0.50776756
69,11868.154,0.002077153
70,4694.799,0.24740453
71,8442.361,0.028988114
72,10715.193,0.0001485698
73,20898.57,0.00057871756
74,4274.92,4.6505786e-05
75,0.07519153,0.9964677
76,10111.537,0.0063492022
77,4134.013,0.10850938
78,3460.4612,0.022408858
79,3648.012,0.09987329
80,7878.0747,0.0038071394
81,10676.38,0.042056527
82,4055.0117,0.096939616
83,5490.44,0.026809445
84,9223.918,0.010309491
85,2592.3887,0.025388464
86,4824.6196,0.012292446
87,17656.113,0.00012220978
88,17039.562,0.0009940857
89,13409.28,2.3189981e-05
90,653.7445,0.62266415
91,5463.911,0.12311224
92,6252.1147,0.0008786004
93,11316.824,0.012359206
94,15713.221,0.010590037
95,24585.418,0.00016956445
96,11084.386,0.0007187829
97,4320.28,0.11822981
98,5185.7866,0.3621246
99,10868.788,0.0013178843
100,16201.068,0.019687247
101,76.96682,0.8850398
102,6092.001,0.13110521
103,10164.593,0.045570947
104,1672.7659,0.44317496
105,4767.2656,0.24885397
106,4225.7207,0.04327176
107,7.9894056,0.9697649
108,149.22873,0.87099564
109,21729.037,0.009509463
110,4685.9795,0.059759203
111,26665.44,0.0070336927
112,4041.9058,0.114120424
113,13829.84,0.00042637798
114,3141.0903,0.24045265
115,11878.691,0.010688482
116,819.71985,0.6981399
117,13728.147,0.025334103
118,5153.6367,0.14414415
119,3409.88,0.19281465
120,11301.846,0.0060733524
121,6083.8896,0.05446002
122,4148.632,0.009381603
123,11441.761,0.01035757
124,923.6085,0.5755205
125,2962.4658,0.12957896
126,10374.1875,0.00066482584
127,16231.9795,1.5364449e-05
128,6761.4663,0.030393593
129,11155.084,0.00032469782
130,6909.7427,0.13916686
131,5067.999,0.42160934
132,8972.382,0.00758727
133,14997.51,0.0002873085
134,8036.602,0.010742526
135,8802.897,0.096707486
136,3553.5261,0.31289053
137,22428.55,0.00057306077
138,17451.549,0.0006947399
139,7006.2754,0.11193614
140,9914.428,0.0007392804
141,21216.178,0.01219533
142,19543.8,2.9310827e-06
143,8852.172,0.15714608
144,4031.562,0.019969564
145,3485.7478,0.44687024
146,15182.656,0.00081658916
147,8570.107,0.07966575
148,1054.3461,0.20772336
149,22627.658,4.9821276e-05
150,4131.633,0.0053374213
151,6676.338,0.0018095914
152,923.9487,0.6418339
153,7865.436,0.11706886
154,6777.286,0.0027558112
155,6166.34,0.004443743
156,2987.204,0.15183653
157,835.98267,0.6803936
158,2016.8209,0.03386721
159,1789.3148,0.33649415
160,5657.575,0.11729115
161,8.884086,0.95725256
162,9937.566,0.0011013834
163,7726.62,0.082945004
164,14248.803,0.03824836
165,16439.77,0.0024598981
166,8838.047,0.111374356
167,15452.862,0.0044369907
168,21502.947,1.0640756e-05
169,12387.18,3.3464994e-06
170,5269.485,0.019300174
171,1410.4221,0.13661602
172,11518.949,0.021006722
173,10273.264,0.0387679
174,6372.9424,0.0002047857
175,13293.219,0.003241623
176,12221.098,0.001054943
177,26501.785,0.00021436469
178,3789.037,0.31203264
179,18203.023,2.7973887e-05
180,8783.846,2.569526e-05
181,6410.5703,0.10718763
182,7931.656,0.01702525
183,10708.61,0.0003759797
184,2715.1616,0.12178732
185,5333.3223,0.12150984
186,14626.816,0.0017085068
187,13185.351,0.0027998732
188,14452.219,0.007405035
