,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,,176.60635,-2.1070313,2079.4102,-8.487466,918.93115,-4.660518,1673.3416,-5.198743,1959.1086,-8.813123,2207.2349,-8.979048,2717.3555,-5.485036,4700.2896,-6.3008084,2264.6445,-1.838959,3899.42,-6.3108387,5977.65,-7.4448504
1,,162.35028,-2.2380106,108.04555,-0.44995272,2616.1687,-6.417233,1115.4238,-1.6384262,1160.3118,-1.5336238,3221.5989,-4.5170755,1469.9741,-2.131931,1524.0295,-3.7552688,2950.6099,-3.4937425,3392.6653,-3.5149806,4476.749,-5.122369
2,,238.07181,-1.806034,95.97609,-0.5696538,1774.1793,-3.6797159,103.7229,-0.40768662,1458.3928,-4.473562,2646.557,-9.468552,3423.8113,-7.330843,2071.2969,-3.202808,2136.1758,-2.992814,1888.3529,-4.561134,2999.6638,-8.917513
3,,284.90115,-3.1535006,1005.8729,-4.332742,1808.7437,-3.7591465,1638.3373,-3.8835268,3875.4653,-10.310175,3810.7935,-8.488046,3317.143,-5.2805834,4468.877,-11.552606,4778.2915,-9.000694,5070.146,-8.985531,5280.207,-9.173739
4,,144.91644,-2.1260645,618.37524,-2.0175653,1864.3633,-5.6559024,531.1821,-2.2718318,1510.0233,-8.27826,803.62616,-1.8149068,400.90158,-0.83106655,718.4382,-2.224091,619.5492,-0.99069965,1337.5073,-8.533163,2628.3047,-7.230241
5,,935.8319,-5.081566,797.3955,-3.7949493,663.45166,-1.994615,1484.5833,-4.481802,1178.4185,-1.8946098,1327.3864,-5.151707,469.35306,-1.0368621,2611.7786,-3.6461296,1325.5869,-1.5680276,2255.4282,-3.6775734,2576.7183,-3.221698
6,,991.1377,-3.8811445,990.2489,-6.871692,735.69507,-4.6257963,1099.3726,-8.025736,411.4159,-1.2090703,2280.0452,-8.851712,489.82132,-1.2222233,2349.2537,-9.184443,612.0301,-1.3228452,1742.7754,-3.6142545,1615.4005,-5.6208463
7,,197.11197,-4.735265,574.257,-3.2353225,448.04996,-1.2060168,1660.289,-6.0525923,1407.751,-4.8062434,1557.9585,-4.9409375,772.7416,-2.244728,2163.8784,-7.603961,251.15807,-0.79282427,2989.6367,-7.9571285,2188.1958,-4.750589
8,,223.27698,-4.0992126,204.83154,-0.8870483,1425.8136,-4.846744,2241.3936,-4.929802,2970.946,-4.7869167,892.8654,-2.879499,627.6597,-1.8192985,2977.6055,-6.316261,1871.3077,-5.8265266,3097.0706,-6.136561,1353.8185,-2.4708374
9,,873.5937,-3.0778198,2239.0051,-2.7660508,1583.2368,-3.9528584,1098.5117,-2.9692817,1993.7842,-3.8060722,2531.7913,-4.1795497,2733.0618,-4.203643,2754.4768,-2.5078707,4133.2188,-5.4608126,356.9356,-0.70273066,6450.961,-5.2081423
