,0,1,2
195,,268.70038,0.08126337
196,,201.28958,0.05160993
197,,264.65042,0.06490571
198,,204.1702,0.06545068
199,,236.98564,0.09444062
200,,172.24496,0.13433544
201,,127.07807,0.08306994
202,,149.42258,0.09554069
203,,158.45792,0.107170284
204,,355.7295,0.050149657
205,,202.5772,0.085989274
206,,193.60078,0.12964913
207,,64.62085,0.12839316
208,,111.076614,0.12370216
209,,147.7623,0.12721227
210,,153.07956,0.09008799
211,,151.16098,0.13238835
212,,92.417305,0.1514014
213,,303.1558,0.20858459
214,,333.6667,0.07950521
215,,411.1611,0.14090945
216,,227.01923,0.11021898
217,,259.68866,0.056903597
218,,75.678894,0.07521725
219,,272.10333,0.091729686
220,,348.41833,0.14710087
221,,340.50247,0.06890087
222,,502.46124,0.070550315
223,,161.84763,0.0873987
224,,133.58493,0.08466205
225,,62.664024,0.1175442
226,,463.30017,0.055221498
227,,216.90167,0.12263283
228,,158.08557,0.089617096
229,,184.55383,0.092573725
230,,314.74695,0.10905451
231,,217.78723,0.08361656
232,,332.89032,0.105622716
233,,194.50244,0.07208865
234,,281.6267,0.068657026
235,,83.97056,0.14243406
236,,132.53677,0.09442245
237,,152.26518,0.1149984
238,,397.14795,0.08337965
239,,162.79431,0.08858149
240,,150.37172,0.10381499
241,,224.45523,0.15239517
242,,400.65936,0.18286228
243,,36.900246,0.10621374
244,,289.05457,0.049864225
245,,72.02165,0.13145852
246,,70.9615,0.13000245
247,,70.2892,0.11858559
248,,191.57152,0.05771689
249,,140.96887,0.1103171
250,,135.73792,0.084108345
251,,194.97382,0.082329415
252,,342.8501,0.0443249
253,,203.27046,0.13627543
254,,312.28745,0.06855278
255,,100.085464,0.08695064
256,,185.99539,0.08947646
257,,336.38113,0.057426427
258,,349.2835,0.10827842
259,,464.563,0.04865457
260,,60.033882,0.12265911
261,,150.57506,0.13898568
262,,214.46156,0.10488992
263,,94.82443,0.059847467
264,,132.23595,0.11130635
265,,158.47546,0.13361
266,,228.5097,0.11133271
267,,183.4372,0.05302807
268,,374.76227,0.05694439
269,,102.94479,0.10582894
270,,220.43343,0.15800412
271,,62.13791,0.11860751
272,,227.75024,0.1203425
273,,89.40178,0.11215658
274,,90.471436,0.1479738
275,,154.1341,0.06728505
276,,85.66413,0.11771694
277,,167.8186,0.12501866
278,,142.22356,0.105036296
279,,284.851,0.053526368
280,,125.9072,0.22987023
281,,216.43802,0.11521697
282,,133.42073,0.10280823
283,,198.82544,0.092937104
284,,616.92334,0.10193934
285,,195.63025,0.102454014
286,,72.472305,0.1329544
287,,225.03043,0.10506313
288,,135.63269,0.12247937
289,,175.83359,0.13439809
290,,178.39366,0.083072715
291,,89.49658,0.09911013
292,,197.58148,0.109623715
293,,172.1546,0.16682853
294,,260.19806,0.09376603
295,,85.78775,0.06867116
296,,306.91302,0.090023786
297,,194.56586,0.09448012
298,,189.99664,0.092463695
299,,150.7408,0.116759494
300,,149.08148,0.050494835
301,,537.79724,0.10764603
302,,512.94037,0.046941113
303,,397.77222,0.055092968
304,,127.22792,0.091603346
305,,121.000046,0.097083084
306,,361.71527,0.05289892
307,,128.22305,0.107692406
308,,299.053,0.23496798
309,,410.40356,0.09045019
310,,313.15277,0.06821233
311,,163.43576,0.07442715
312,,182.21414,0.13100038
313,,250.34119,0.10624584
314,,204.4706,0.12121896
315,,46.807472,0.13650478
316,,366.39307,0.09191128
317,,435.37015,0.17443694
318,,62.13105,0.12589802
319,,229.60869,0.099371865
320,,84.26763,0.109550044
321,,512.4652,0.04549392
322,,420.64777,0.18939127
323,,228.5136,0.13583237
324,,257.82166,0.036928795
325,,198.92877,0.11299599
326,,224.24326,0.18343103
327,,275.3316,0.12106985
328,,268.0562,0.06974807
329,,596.8464,0.14452843
330,,144.40045,0.057262685
331,,513.33734,0.06576003
332,,303.35925,0.078969344
333,,432.77966,0.03902644
334,,397.90286,0.103589594
335,,138.61197,0.083590895
336,,364.19788,0.06327531
337,,433.85345,0.07193548
338,,110.07749,0.10434034
339,,71.41969,0.107172385
340,,178.2692,0.09615197
341,,423.76477,0.07083624
342,,253.3546,0.060909636
343,,148.92993,0.093533985
344,,181.91245,0.07143716
345,,778.2933,0.031975508
346,,290.789,0.07309559
347,,103.870316,0.12123738
348,,133.23238,0.106431596
349,,211.67006,0.08745994
350,,212.29503,0.097248
351,,109.55336,0.123238906
352,,354.326,0.18589002
353,,91.8201,0.10814166
354,,161.58698,0.112093575
355,,52.806526,0.07840422
356,,537.4745,0.18957323
357,,99.38089,0.09887738
358,,228.39803,0.08195681
359,,79.146576,0.1390641
360,,51.087906,0.14389615
361,,346.8598,0.06175463
362,,295.64236,0.06872809
363,,267.7219,0.04438077
364,,284.37463,0.08649419
365,,179.37128,0.09355524
366,,169.42145,0.11911672
367,,257.38028,0.067411296
368,,188.75864,0.08742978
369,,317.4228,0.08029731
370,,87.494415,0.07024861
371,,378.195,0.08996364
372,,237.00403,0.087038435
373,,251.794,0.19337733
374,,212.08157,0.15869334
375,,72.64447,0.099971116
376,,178.19412,0.11756118
377,,525.3876,0.05291289
378,,418.3396,0.058588456
379,,185.48041,0.18825345
380,,224.06699,0.109061114
381,,111.71709,0.1198212
382,,331.72733,0.06849018
383,,120.11658,0.13109869
384,,170.0579,0.11381629
385,,258.1369,0.12179966
386,,216.02106,0.08910447
387,,167.21451,0.083442904
388,,63.59546,0.12731186
389,,186.3787,0.091023274
390,,328.1641,0.06416662
391,,192.87975,0.089856915
392,,69.69174,0.16303173
393,,202.16669,0.0806286
394,,137.1063,0.104625225
395,,204.41101,0.107023634
396,,278.3596,0.1029655
397,,185.87222,0.035596564
398,,338.20828,0.06262148
399,,220.97733,0.118602
400,,96.69513,0.15183876
401,,276.34836,0.10466436
402,,103.82172,0.144636
403,,181.88516,0.08036809
404,,473.9425,0.05179531
405,,173.38618,0.1143884
406,,64.552505,0.11087207
407,,101.828674,0.12467665
408,,165.32773,0.070990585
409,,65.79137,0.060085133
410,,378.98816,0.055764746
411,,150.63971,0.07753312
412,,87.12462,0.14773251
413,,264.5547,0.12014914
414,,589.50574,0.03384254
415,,295.45325,0.069763124
416,,67.3771,0.07169612
417,,105.085106,0.08397996
418,,279.03738,0.16693728
419,,273.98853,0.09022245
420,,135.5047,0.049540363
421,,249.12349,0.036568858
422,,198.34354,0.07997603
423,,130.1199,0.11458484
424,,109.91016,0.1357252
425,,246.63484,0.11984063
426,,144.76901,0.14024143
427,,152.16109,0.09240753
428,,407.73758,0.06779651
429,,102.30296,0.13952014
430,,146.68646,0.15800379
431,,86.45021,0.120915085
432,,174.60165,0.1600502
433,,211.1702,0.10048497
434,,115.0786,0.121737756
435,,136.32404,0.13310252
436,,137.88696,0.104858376
437,,277.4631,0.06602342
438,,116.956436,0.09232882
439,,516.88257,0.13406253
440,,119.934265,0.13770565
441,,143.72195,0.0994131
442,,227.5453,0.070367366
443,,119.41319,0.11361199
444,,82.34262,0.12397168
445,,238.73984,0.06589967
446,,149.48996,0.115374364
447,,84.61995,0.14455435
448,,330.5735,0.03241048
449,,120.29835,0.040798467
450,,184.48157,0.09640127
451,,143.11179,0.07934496
452,,72.42056,0.09445085
453,,75.93008,0.11949106
454,,151.79597,0.09895539
455,,120.91722,0.05115036
456,,295.1,0.16563049
457,,81.65779,0.08623327
458,,118.95251,0.14238065
459,,35.545113,0.122363396
460,,254.8354,0.07357281
461,,343.2093,0.0733767
462,,110.7615,0.12651731
463,,92.169846,0.122877784
464,,116.9955,0.107907325
465,,162.44717,0.11387623
466,,104.07147,0.11345186
467,,176.46771,0.11312611
468,,106.05585,0.11713758
469,,18.577774,0.077973865
470,,195.74036,0.109290056
471,,163.72156,0.11827849
472,,110.19303,0.09494208
473,,209.06424,0.10216563
474,,291.76364,0.02674403
475,,153.81956,0.072473794
476,,75.45182,0.10922701
477,,164.62346,0.1244808
478,,50.308014,0.1022881
479,,233.84767,0.06097116
480,,321.83704,0.06979546
481,,74.50529,0.108791046
482,,240.61081,0.049844157
483,,154.24298,0.16943374
484,,316.40717,0.07963441
485,,223.01653,0.12949114
486,,262.14545,0.08208646
487,,357.68497,0.03605496
488,,154.27641,0.070306934
489,,141.90045,0.10548139
490,,91.82583,0.11427564
491,,611.7069,0.068195686
492,,55.21025,0.11625111
493,,475.30093,0.06715354
494,,298.78784,0.06914702
495,,109.100784,0.12412463
496,,276.4447,0.07686525
497,,73.28281,0.12111171
498,,331.57666,0.04709615
499,,701.46796,0.09244662
500,,63.794556,0.14714216
501,,114.91441,0.10381508
502,,351.70288,0.08385813
503,,236.8786,0.076311395
504,,123.696335,0.12831008
505,,469.8963,0.041843105
506,,103.74257,0.11338733
507,,87.26755,0.13199952
508,,146.60162,0.10505635
509,,125.8633,0.120324396
510,,174.86542,0.098508514
511,,93.34711,0.1579014
512,,103.22864,0.14438067
513,,258.3507,0.11615077
514,,104.578735,0.08375568
515,,323.86212,0.06163402
516,,84.27798,0.12573789
517,,148.16577,0.06873424
518,,234.67827,0.07015672
519,,262.0877,0.03395731
520,,180.87733,0.10843363
521,,106.50619,0.11369553
522,,302.47617,0.11952638
523,,134.73921,0.10442771
524,,286.65213,0.09465037
525,,78.929016,0.12747382
526,,230.6099,0.06414522
527,,151.57446,0.124212265
528,,206.98686,0.06322938
529,,174.6955,0.11178612
530,,101.502045,0.11504961
531,,147.26868,0.07042221
532,,91.40892,0.09226141
533,,50.248367,0.11302076
534,,223.78981,0.086629674
535,,142.57085,0.10459993
536,,199.71469,0.10125821
537,,153.71457,0.10036924
538,,276.29037,0.10377402
539,,64.24914,0.0815569
540,,186.49048,0.13564228
541,,231.06555,0.043154504
542,,50.72104,0.12550922
543,,326.32642,0.07713995
544,,129.62029,0.10960309
545,,180.824,0.128063
546,,51.833252,0.11105155
547,,202.80087,0.10234824
548,,200.95743,0.10771989
549,,239.8272,0.048675742
550,,124.60711,0.0877629
551,,179.00958,0.1314536
552,,234.15271,0.14948882
553,,207.7073,0.06044865
554,,135.90987,0.13719307
555,,225.17914,0.06432973
556,,201.5431,0.069389
557,,100.22696,0.045426115
558,,66.696495,0.13096271
559,,417.16583,0.058392882
560,,241.16524,0.07612705
561,,305.03854,0.096359916
562,,268.4022,0.031227626
563,,444.31705,0.06777023
564,,125.29186,0.09823005
565,,288.60855,0.07867026
566,,126.98187,0.13490652
567,,232.31271,0.063577786
568,,123.96925,0.061218716
569,,232.51962,0.071639724
570,,136.85574,0.09527457
571,,602.34973,0.062183022
572,,92.29884,0.14156331
573,,100.86892,0.07056669
574,,126.170166,0.124596596
575,,268.2082,0.11320022
576,,145.378,0.09991168
577,,535.5765,0.038682025
578,,128.94698,0.11254908
579,,429.26752,0.03603619
580,,425.64423,0.064647146
581,,370.79697,0.1512383
582,,539.4089,0.04775999
583,,164.1987,0.14366055
584,,233.12407,0.14415911
585,,134.7696,0.18862481
586,,334.53204,0.037784584
587,,274.00015,0.122925214
588,,198.97943,0.1059897
589,,380.3648,0.08487433
590,,288.01917,0.077927664
591,,111.74402,0.06876278
592,,111.39584,0.12022297
593,,115.48032,0.089701496
594,,360.2057,0.07998542
595,,114.37005,0.0904486
596,,300.60706,0.07925054
597,,114.450005,0.10122041
598,,239.59259,0.08752383
599,,320.38013,0.08347487
600,,228.5234,0.2154304
601,,146.09195,0.0500867
602,,363.7774,0.111990124
603,,510.438,0.05542083
604,,247.46356,0.13430677
605,,440.49423,0.05876708
606,,86.24547,0.10384026
607,,718.2499,0.05571735
608,,179.23897,0.0766489
609,,64.214775,0.14268506
610,,163.29745,0.11744692
611,,114.472305,0.105465956
612,,489.60077,0.12648126
613,,78.47304,0.063250184
614,,137.921,0.103410915
615,,85.56489,0.13510741
616,,216.95813,0.09196882
617,,175.27823,0.100759156
618,,380.66418,0.09884455
619,,138.43001,0.05718506
620,,156.76755,0.111964434
621,,285.37735,0.0505814
622,,223.41733,0.122552745
623,,180.29706,0.08883895
624,,77.73736,0.17382441
625,,206.36533,0.09261392
626,,162.97144,0.072968885
627,,103.51421,0.07414977
628,,64.686745,0.1332942
629,,190.81589,0.07743542
630,,285.96384,0.053933725
631,,288.45398,0.05931172
632,,280.37427,0.0982985
633,,232.70398,0.10680622
634,,241.66177,0.1520864
635,,149.92249,0.10921022
636,,246.37646,0.086608864
637,,227.77069,0.028567247
638,,229.16956,0.12255181
639,,125.781296,0.07572452
640,,201.72266,0.10974146
641,,116.7655,0.11129494
642,,76.05856,0.08014898
643,,207.40686,0.11998813
644,,99.389465,0.13648078
645,,164.48306,0.12977128
646,,214.05634,0.100294404
647,,278.30002,0.11635849
648,,165.28014,0.077673696
649,,412.95663,0.05289685
650,,236.5484,0.07786662
651,,260.7376,0.10127128
652,,136.36487,0.06426056
653,,59.88607,0.1307851
654,,148.40161,0.06988543
655,,621.5939,0.093371995
656,,264.81537,0.06587885
657,,164.31998,0.063897625
658,,191.2107,0.07599815
659,,69.83644,0.12702511
660,,172.72751,0.11606834
661,,115.43762,0.18774123
662,,186.14394,0.064490095
663,,327.25378,0.091130964
664,,137.42963,0.10345974
665,,466.9249,0.094284676
666,,80.31467,0.067959964
667,,193.34784,0.07384306
668,,301.28723,0.09472742
669,,253.85992,0.06252419
670,,230.9043,0.08885051
671,,165.8404,0.14496362
672,,217.49487,0.08277698
673,,163.30618,0.11218809
674,,433.79315,0.08740322
675,,372.54163,0.05931278
676,,229.15079,0.063159004
677,,169.8122,0.0852911
678,,67.63355,0.1438437
679,,838.0087,0.03753467
680,,45.859158,0.11416629
681,,752.99457,0.116290025
682,,162.79596,0.14619747
683,,189.17252,0.123289
684,,245.42117,0.12973312
685,,208.36775,0.10914189
686,,175.35052,0.080660254
687,,109.825096,0.111847386
688,,72.314224,0.107737474
689,,271.1948,0.10496205
690,,193.62656,0.06695887
691,,199.09467,0.09556617
692,,248.72076,0.13776295
693,,59.740955,0.13214803
694,,418.41504,0.04649767
695,,614.0798,0.05007384
696,,245.63998,0.13627294
697,,171.05148,0.10176269
698,,197.78336,0.11010461
699,,84.04209,0.13800561
700,,118.54741,0.12816444
701,,96.59752,0.09842959
702,,100.957695,0.08503435
703,,96.55722,0.13612884
704,,154.83846,0.101186596
705,,220.24161,0.12629037
706,,154.99867,0.15604891
707,,146.397,0.1299836
708,,468.4119,0.16820489
709,,215.01823,0.057554282
710,,215.2595,0.07583264
711,,143.81912,0.09934897
712,,242.40231,0.061589014
713,,91.26256,0.09014127
714,,293.90768,0.048003566
715,,223.5424,0.14935954
716,,184.33064,0.05232285
717,,217.62704,0.03853823
718,,313.23923,0.18740775
719,,254.14525,0.05780031
720,,272.10452,0.07903671
721,,223.48651,0.09774956
722,,85.66925,0.12265753
723,,199.36653,0.12570433
724,,222.99983,0.075375706
725,,569.49036,0.062666215
726,,90.99414,0.13912721
727,,160.01175,0.1338145
728,,151.80139,0.097590044
729,,214.70786,0.12517396
730,,458.22986,0.050562885
731,,96.376114,0.11358942
732,,184.79506,0.05533648
733,,102.40923,0.13818279
734,,186.35832,0.08636665
735,,336.87912,0.09031796
736,,101.49488,0.08853373
737,,224.33926,0.06160638
738,,192.45908,0.1021557
739,,238.41786,0.09601762
740,,89.98701,0.113101535
741,,359.41412,0.13183844
742,,83.68636,0.12021638
743,,230.5846,0.06164109
744,,267.78705,0.04295407
745,,230.90681,0.101937376
746,,235.8027,0.10642662
747,,99.30172,0.121423416
748,,250.56189,0.084962964
749,,108.32523,0.10485782
750,,124.49116,0.12931353
751,,976.0448,0.046886194
752,,148.59053,0.14292316
753,,189.15347,0.08079348
754,,147.82101,0.10545272
755,,90.58311,0.13152102
756,,309.7232,0.04523915
757,,163.7652,0.09395632
758,,162.42426,0.06918236
759,,621.73553,0.19110869
760,,285.46317,0.06605135
761,,132.38974,0.10709386
762,,150.64859,0.10648501
763,,110.293335,0.13927151
764,,256.6358,0.062415473
765,,185.63261,0.13018578
766,,153.25362,0.14933664
767,,181.80399,0.1391661
768,,382.62323,0.06487878
769,,200.78926,0.10062483
770,,252.67946,0.08831625
771,,253.15201,0.085858256
772,,99.36942,0.1525279
773,,368.12305,0.06219569
774,,261.96173,0.10833043
775,,266.6975,0.0772384
776,,160.46487,0.084874734
777,,134.125,0.10134225
778,,164.45544,0.14101441
779,,114.34102,0.12064785
780,,202.42693,0.04583638
781,,120.71638,0.13764194
782,,191.51501,0.10536473
783,,68.66029,0.12384511
784,,168.19095,0.10965714
785,,162.10815,0.06738361
786,,338.86633,0.06969844
787,,455.70215,0.052842982
788,,578.46313,0.06399453
789,,72.62066,0.1134674
790,,248.34882,0.096972525
791,,352.43588,0.08103707
792,,100.5643,0.11411513
793,,402.3592,0.059148233
794,,152.25098,0.09938502
795,,103.74704,0.13232593
796,,202.12769,0.09901707
797,,47.989567,0.11234195
798,,193.56816,0.049122076
799,,242.68332,0.058020707
800,,281.94055,0.059116922
801,,33.94467,0.111967795
802,,321.51404,0.038299497
803,,160.35791,0.09281791
804,,173.52078,0.08087659
805,,169.8057,0.057608202
806,,120.96721,0.12263261
807,,72.43295,0.118014894
808,,385.9856,0.047403354
809,,77.209625,0.0926326
810,,113.764854,0.10492105
811,,213.59317,0.057198975
812,,129.7687,0.14386274
813,,573.1279,0.12659182
814,,222.81732,0.1002881
815,,269.214,0.06179402
816,,82.939514,0.1033211
817,,562.0536,0.13150604
818,,76.07065,0.051520236
819,,318.99017,0.05665095
820,,214.61697,0.08310369
821,,352.93402,0.07547684
822,,150.42323,0.028031997
823,,83.2514,0.13317534
824,,642.9323,0.13798745
825,,70.90079,0.123577304
826,,560.9355,0.05981467
827,,81.037415,0.10712297
828,,261.55118,0.06677467
829,,184.53442,0.1326002
830,,201.81845,0.11273297
831,,351.7724,0.10969548
832,,256.46222,0.05380079
833,,123.00899,0.11370306
834,,365.1187,0.052093875
835,,319.7569,0.057298634
836,,537.9433,0.053980663
837,,197.25473,0.056974147
838,,206.26898,0.07841861
839,,72.07499,0.06490964
840,,339.55933,0.12043292
841,,208.10342,0.10385346
842,,342.58167,0.08467816
843,,115.83159,0.109652944
844,,185.9646,0.096325524
845,,125.88487,0.09150385
846,,250.30501,0.11430089
847,,361.7544,0.10152187
848,,174.56633,0.1043567
849,,142.77417,0.11094345
850,,164.71048,0.12827574
851,,75.033226,0.09314678
852,,102.049286,0.052805703
853,,74.22165,0.1092959
854,,71.02129,0.13138688
855,,447.23657,0.07888396
856,,295.64844,0.05888817
857,,141.35773,0.100455694
858,,215.9209,0.060221795
859,,246.55089,0.04097488
860,,365.302,0.07672358
861,,138.76555,0.07909406
862,,543.0982,0.028795306
863,,230.25552,0.09266433
864,,353.62903,0.071365796
865,,101.29929,0.12737629
866,,159.54382,0.19200346
867,,130.379,0.089723796
868,,220.20764,0.06901444
869,,99.82643,0.09193149
870,,106.59533,0.105287224
871,,435.4077,0.042785026
872,,245.31856,0.03484168
873,,338.67352,0.06714834
874,,59.25119,0.11841865
875,,101.49215,0.04999701
876,,293.84027,0.09786054
877,,246.81451,0.049056422
878,,97.66942,0.093598
879,,251.77556,0.11387709
880,,232.55933,0.062061124
881,,322.72675,0.08677342
882,,182.92622,0.08084902
883,,122.88332,0.1068006
884,,243.42567,0.14704582
885,,186.72267,0.115615845
886,,203.76282,0.12599668
887,,243.09192,0.0797234
888,,345.7949,0.09150544
889,,164.3715,0.07563918
890,,243.86296,0.11070762
891,,668.03906,0.071329735
892,,102.3989,0.10276603
893,,197.3653,0.05588497
894,,493.43265,0.12439261
895,,90.768684,0.11398479
896,,119.4,0.20288906
897,,154.78609,0.06351357
898,,241.61925,0.06942992
899,,119.350204,0.045846257
900,,305.56433,0.096631825
901,,221.52582,0.08195611
902,,158.7515,0.0819625
903,,494.5761,0.05135795
904,,205.42352,0.106911846
905,,156.9707,0.10467874
906,,406.28607,0.07333543
907,,197.4172,0.1682857
908,,195.28406,0.06935307
909,,166.41412,0.13177516
910,,290.08392,0.07101974
911,,285.7929,0.06749605
912,,210.98282,0.07437674
913,,144.86406,0.11059662
914,,97.40823,0.07496482
915,,168.64082,0.12041625
916,,139.44554,0.05283964
917,,136.86134,0.09162218
918,,54.278904,0.11822935
919,,205.20734,0.061508577
920,,269.70728,0.072548866
921,,125.33226,0.10546419
922,,94.13219,0.109128
923,,54.029396,0.15889232
924,,112.86105,0.12897849
925,,151.81628,0.054674633
926,,78.9248,0.111677326
927,,387.41376,0.0704732
928,,115.040955,0.12431881
929,,125.98561,0.108547255
930,,123.16022,0.10219228
931,,164.745,0.05472637
932,,180.10883,0.09045389
933,,272.45453,0.05332128
934,,217.50584,0.08155317
935,,336.30536,0.04783063
936,,176.21375,0.08381604
937,,166.03973,0.11078165
938,,118.06616,0.07044242
939,,141.25826,0.099705525
940,,65.00117,0.1236906
941,,86.688545,0.10192358
942,,355.93896,0.10585445
943,,171.94,0.09053504
944,,200.27898,0.12927118
945,,157.42325,0.08812096
946,,54.01519,0.063037366
947,,93.26332,0.07064673
948,,359.6903,0.054202385
949,,430.46246,0.02041639
950,,250.4566,0.14146478
951,,194.27908,0.065218896
952,,166.58377,0.15050699
953,,195.8219,0.08699781
954,,381.21353,0.19591148
955,,378.8629,0.056988444
956,,212.25328,0.08797345
957,,177.33142,0.08963512
958,,256.87027,0.14135315
959,,238.56335,0.095818974
960,,265.73315,0.05320093
961,,116.75906,0.097409464
962,,161.85542,0.23696114
963,,116.02423,0.09951823
964,,148.71442,0.108287044
965,,184.46703,0.0783736
966,,200.02438,0.15296285
967,,143.76605,0.07572602
968,,242.71274,0.1081792
969,,69.86928,0.107907034
970,,137.54794,0.09826928
971,,156.428,0.054331895
972,,222.77634,0.07759224
973,,140.8565,0.099546425
974,,233.16254,0.08637315
975,,231.2501,0.0820267
976,,203.9105,0.14273758
977,,219.12277,0.06499567
978,,210.34581,0.0768115
979,,151.68683,0.14372523
980,,97.21962,0.11064601
981,,235.46558,0.105964154
982,,115.84919,0.072437674
983,,122.9442,0.1302199
984,,141.1912,0.091536485
985,,276.09158,0.035140157
986,,89.23614,0.113291025
987,,154.80353,0.085574016
988,,166.90991,0.10075789
989,,181.6092,0.16238484
990,,563.1188,0.10479784
991,,109.42818,0.08457975
992,,389.17926,0.079509854
993,,293.47968,0.027179118
994,,220.48672,0.08183044
995,,53.71639,0.067740984
996,,137.23833,0.08899243
997,,349.14972,0.07573129
998,,94.388336,0.12844013
999,,116.80557,0.0855622
1000,,570.1084,0.035991013
