,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,,253.32828,-2.4470656,206.9654,-0.83245146,3281.2158,-6.0769067,5330.522,-8.15628,27.454735,-0.09149237,10479.124,-10.729894,9121.344,-11.780378,20398.68,-8.509016,21332.121,-8.666042,40092.414,-21.95439,33293.598,-22.72644
1,,274.2276,-1.7670615,2975.3208,-4.583019,4868.3984,-5.6976576,2286.239,-5.446023,3583.2053,-2.2606583,7909.959,-3.6607897,11603.164,-11.84582,16167.982,-14.003947,24089.977,-6.1428056,29375.105,-7.6922493,41292.5,-12.193484
2,,365.51553,-3.3883815,2371.0095,-3.3345835,1586.7632,-2.3169441,2746.0837,-5.7356157,5107.073,-2.5744123,5884.939,-4.6454844,8181.131,-5.2964582,16240.884,-6.893655,27559.639,-13.201862,2280.7622,-0.35894746,45467.18,-22.06455
3,,388.32465,-2.1399982,447.16656,-1.4555256,2402.1426,-10.970667,1128.5696,-1.8390968,2939.3547,-6.1875625,4103.5674,-6.8019123,3028.8591,-6.9816084,5684.8413,-2.1332302,20744.715,-17.087934,10884.879,-22.061525,14049.799,-12.366512
4,,408.93536,-3.9672117,571.121,-2.101255,1101.7087,-2.464388,5462.426,-8.8180685,8073.0405,-3.5526268,6628.9736,-2.484105,18661.352,-10.028079,12579.304,-8.404526,38422.977,-10.568981,23911.666,-1.9929127,15514.908,-3.3186994
5,,455.1255,-2.1816561,1909.859,-7.1123853,5725.6016,-7.018699,3048.016,-3.9414632,18348.426,-11.29019,14025.08,-8.876911,31341.727,-17.259518,26836.277,-10.685722,50347.2,-18.34715,7.1520185e-07,-3.7550997e-06,71689.45,-21.964117
6,,427.8678,-4.8853216,1767.9591,-4.6136074,2015.6058,-2.9708414,587.859,-0.4492048,11118.009,-9.7247715,12481.264,-15.5233,19889.729,-18.1778,23238.611,-18.104843,36643.816,-26.731266,37629.12,-23.501661,54428.062,-15.813818
7,,354.44144,-2.1785455,1628.811,-4.707329,2707.5598,-5.759884,98.38966,-0.19974652,69.57791,-0.13544145,5198.1147,-2.555148,23000.55,-3.5720716,34272.68,-19.935246,41191.984,-20.390266,50675.363,-8.813367,66815.39,-5.8687
8,,360.70966,-1.0939492,1514.029,-2.041395,6357.9873,-7.5015693,1006.24994,-0.52296305,7303.361,-10.725507,11705.025,-10.304346,18728.45,-13.188552,29501.188,-14.702189,45493.625,-21.44796,69146.91,-29.265617,72823.58,-12.72659
9,,105.2494,-1.2974662,1025.0938,-2.3120759,1984.2141,-2.658624,2544.0996,-4.9547896,4413.531,-5.8522844,4887.0996,-1.7967498,6698.6357,-3.622635,14489.653,-12.59314,14562.189,-7.5507264,39227.785,-19.249859,28793.863,-4.7600646
10,,530.43823,-2.1033998,2353.632,-5.9126477,2530.7646,-3.8283126,5784.1377,-7.607338,571.4532,-0.37823665,13005.836,-9.700933,176.26176,-0.12661661,31460.875,-3.4594634,63233.258,-22.652567,57529.188,-12.848703,44813.79,-4.664831
11,,385.55725,-1.3937098,1171.4862,-1.8343631,3913.9194,-3.9630501,2889.0225,-1.8047713,9297.452,-12.482477,7139.081,-10.639944,11299.866,-8.196436,29568.303,-6.2338076,2470.0322,-0.28319874,49720.83,-8.210139,18051.61,-0.8250232
