,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,,58.899246,-1.4286895,701.9685,-4.078315,1464.3403,-2.7146602,3885.729,-3.3772671,2949.3452,-4.7633,4040.232,-3.8821173,5518.042,-3.2135158,11458.125,-8.461548,18023.754,-3.744569,24998.508,-7.7930775,34546.668,-9.886329
1,,1986.2233,-5.3914223,3296.5479,-9.393653,4806.953,-10.334489,6552.201,-9.4499855,336.1753,-0.21305458,16825.025,-4.2499094,0.90548766,-0.0070105987,37659.023,-11.713019,54685.383,-13.525543,52054.58,-23.37475,84628.26,-47.09161
2,,497.63077,-2.8377123,2327.5547,-3.3411036,3323.5586,-9.099027,6073.772,-6.630037,4754.2656,-10.226882,9064.348,-3.944384,871.1357,-0.22795145,19911.246,-17.695297,31388.559,-18.81681,49586.14,-14.618855,61217.695,-4.2310185
3,,242.71869,-2.0850856,2795.0938,-4.3227034,4597.963,-7.783372,5362.1836,-5.111916,11220.47,-12.964923,0.023619805,-0.0021118154,17657.617,-17.53386,12642.263,-11.2440195,15506.686,-14.359956,18586.703,-14.789023,24605.941,-18.274847
4,,522.2804,-1.4052907,1118.6672,-1.3536713,3049.9146,-7.200593,7833.051,-7.83612,8822.834,-3.6647346,30.143578,-0.054736346,21108.906,-11.426981,19992.814,-1.4213514,41547.195,-2.090814,41993.676,-19.951094,29780.176,-1.1070609
5,,514.68823,-1.9123362,2368.7168,-5.0797486,2724.6572,-3.653393,6890.726,-5.0088844,8184.699,-4.8754687,13831.666,-7.911934,22143.367,-8.614875,25644.883,-10.501385,27723.166,-15.016612,62634.703,-7.0017343,59634.203,-24.48016
6,,1198.4862,-2.9256904,1434.9247,-1.822023,5995.9697,-4.6424966,4681.425,-3.131368,11273.781,-6.687422,17198.055,-7.934659,24500.195,-6.7926884,49400.69,-13.268515,53201.395,-9.486383,70404.95,-11.093667,72192.61,-16.1259
7,,730.32666,-4.5652823,675.9343,-2.2621317,731.63794,-1.7961384,979.4877,-1.4604263,8028.3975,-8.113824,6630.449,-5.0481215,8936.109,-5.201273,10314.803,-9.750839,26070.676,-11.32319,7.7279024,-0.029256685,33005.906,-5.332895
8,,177.34143,-1.9814805,748.98486,-2.7174928,2156.2021,-1.8925788,2574.0754,-1.581699,3787.0742,-5.718285,5504.9883,-3.683274,9522.393,-8.157517,9425.29,-8.229431,18739.23,-8.500813,19.185844,-0.031182256,29658.16,-7.3141003
9,,596.4035,-3.5595102,1236.8955,-2.5390935,1379.7859,-1.5168884,4285.089,-6.751983,2124.979,-1.4950205,5906.119,-6.6133976,11416.256,-9.033793,19857.197,-11.135953,12690.269,-3.7212899,19558.645,-6.1133766,26671.48,-8.143979
