,0,1,2,3,4,5,6,7,8,9,10
0,,370.8941,2.1806464,14.06127,0.04765937,0.013054505,0.0005621521,0.019073572,0.00070177723,0.16634102,0.0010656399
1,,83.11184,0.8146004,232.02173,3.5336702,0.008848965,0.00048542157,0.009853698,0.00047708093,0.0004891668,6.9735e-05
2,,113.07779,2.6985996,37.557724,0.09328962,330.52487,0.11545038,5.018364e-10,0.0,0.019302817,0.0005702538
3,,220.33383,1.2347412,5.2200184,0.044401318,1.8627427,0.009172325,1426.9326,0.34025413,0.068519145,0.0009720367
4,,1241.947,2.0907874,23.992802,0.074822746,8.02727e-10,1.19209275e-07,7.553585e-08,9.5367386e-07,1.3847696e-07,9.5367386e-07
5,,143.90738,1.3399453,1706.4648,0.83548164,20.505732,0.023635428,217.72498,0.061706845,2.2419975e-08,3.5762778e-07
6,,109.3136,0.8268212,1176.4651,1.2354314,0.035418153,0.0011135099,4.3315687,0.0061586597,1.2907366e-08,2.3841855e-07
7,,262.2495,1.7887093,2.2873287,0.025749564,4692.4077,0.5204657,9.7129756e-05,5.7576424e-05,28.395166,0.018119758
8,,1339.2035,1.8123875,4348.7036,0.4738922,1417.3792,0.3993721,2.6157233e-05,2.741776e-05,0.13885517,0.001296633
9,,155.27248,2.7903576,1488.5691,0.70052993,0.031976424,0.00097620505,1.2568252e-09,0.0,0.044388387,0.0008500776
10,,437.0614,2.4801488,3412.115,1.2674456,20.136553,0.038649455,0.0067282924,0.00038294613,0.034069337,0.00073370244
11,,335.41876,2.1108127,0.27528226,0.007206754,47.44543,0.05754018,6.128964e-07,3.4570633e-06,1.3910376e-09,0.0
12,,179.31665,2.5354114,211.31827,0.14549415,0.13933873,0.0034184374,4.5339897e-05,2.9086643e-05,0.26701933,0.0010411087
13,,83.03782,1.8586165,0.038659092,0.0022421954,3717.3098,1.7597624,6.1893013e-10,0.0,0.0016070171,0.00015114596
14,,621.93774,1.7623651,2322.459,1.5859787,4.3241827e-10,0.0,0.04550077,0.00086044,0.00092035776,8.3323815e-05
15,,409.22296,1.1776235,60.61071,4.3541336,0.0010950321,0.0002085945,0.0039033196,0.00034493214,1.2554615e-06,4.5299425e-06
16,,130.76329,1.8228163,4529.081,1.4082754,8.155543,0.025435247,0.019140039,0.00036769305,1.1063677e-09,0.0
17,,200.7428,2.084921,1.8773816,0.021902343,0.48044515,0.004622607,0.0103173675,0.00045015212,0.85760903,0.0029703332
18,,182.35196,1.6125596,0.0018696635,0.0004922132,8.214434,0.017923532,73920.85,1.3612727,5.2073487e-05,2.5987287e-05
19,,202.76279,2.6570525,1864.625,2.9369595,98.8578,0.07107072,4.33759e-08,9.5367386e-07,8.9976837e-10,0.0
20,,175.74696,1.6847606,0.00032848748,0.0002084753,0.011022701,0.0007388246,7.476008e-10,0.0,1.7296932e-09,0.0
21,,269.70935,2.2713032,4293.6846,0.08603357,2.8838375,0.008359088,5.9511873e-10,0.0,1.2285004e-09,0.0
22,,247.40378,2.6184707,1733.9941,1.714616,13662.008,0.18700656,0.2789225,0.0026883674,4.847794,0.0053905137
23,,496.6462,1.4587885,6497.2085,1.0987419,9.059664,0.021173859,564.52954,0.14058475,6.291757e-10,0.0
24,,1299.2906,0.79262155,0.0075219744,0.0011503039,0.5415236,0.0037599364,1.4477113,0.0047953594,7.846085e-06,7.3909487e-06
25,,310.54852,1.948282,4738.471,0.18225452,2.0056433e-07,2.145765e-06,4005.3022,0.40004948,1.936854,0.0060842535
26,,1007.56177,1.9513093,628.41516,0.99841785,5.6246796,0.01875676,1.3720743e-08,2.3841855e-07,0.00094891933,0.0001231356
27,,240.85185,0.56551945,4.858655,0.035328493,4.36018,0.00997322,9.916072,0.014263464,1.2231733e-05,9.179073e-06
28,,722.4036,2.425694,65.45603,0.099962726,50.343994,0.055691738,0.082555436,0.0010334871,4.7735233e-07,2.622601e-06
29,,104.51575,0.5963641,252.50905,4.28514,2.7961902e-05,2.1576647e-05,0.016105551,0.00048375345,1.3654108,0.0046356595
30,,990.69696,2.3743348,0.03634964,0.0040817293,2495.5005,0.22496387,43.2852,0.034591768,0.01996468,0.0002730712
31,,219.11513,2.1725407,4.0146093,0.052072633,2.8731795e-10,0.0,5.138947e-07,2.9802277e-06,1.510706e-07,8.3446463e-07
32,,1136.5721,1.4153966,833.41895,0.6458676,8.165292e-06,1.4901049e-05,4.479787e-09,1.19209275e-07,0.7732009,0.0031205553
33,,207.24283,1.0915086,3482.693,0.7367733,64.68513,0.047468066,58104.656,0.033963736,1.1376498e-09,0.0
34,,1488.4132,0.72989416,0.09695445,0.004360453,0.3853643,0.0024546036,277.984,0.08521746,9.095027e-10,0.0
35,,431.7478,1.9192618,146.59338,0.23275185,3196.6519,0.8612501,0.008540176,0.00046433156,0.5066884,0.001743227
36,,418.0595,1.6206499,8795.016,0.33265066,1676.9493,0.24091248,0.290375,0.0024718465,4.6544003e-05,2.6702524e-05
37,,654.33466,2.2807798,4.605601,0.026495384,6638.1865,1.1515105,9.118528e-09,2.3841855e-07,1.4868747e-09,0.0
38,,176.49593,1.2212449,13.581034,0.061462715,0.109553106,0.002109685,1.0199905e-09,0.0,0.60290855,0.002815452
39,,407.25592,2.0364518,1.5091629,0.014627479,0.08979736,0.0030959554,3.3888141e-09,1.19209275e-07,2.1772125e-06,3.81469e-06
40,,396.66724,1.4502507,3682.9536,0.65056634,154.89291,0.085224584,11661.8955,0.5573064,1.2577979e-09,0.0
41,,369.99,1.5058398,0.0041279476,0.00086532335,4.303881e-10,0.0,1.3957838,0.010083331,1.0350159e-09,0.0
42,,64.59984,0.4344981,4282.37,0.39944896,0.03795404,0.0012153151,1.4963159e-05,2.3007127e-05,1.8039671e-09,0.0
43,,178.6875,1.68245,434.94797,0.19776988,0.00028224968,0.00011383838,0.2806184,0.0030928655,14.809871,0.0101616895
44,,702.93494,2.294002,1.9544275,0.020004543,6371.9844,0.8764466,0.028862119,0.0006859334,1.3818786e-09,0.0
45,,316.84543,2.1285472,12.215313,0.045896757,1.6800575e-05,2.4079987e-05,0.00051045057,9.655486e-05,0.0065775053,0.00024256147
46,,134.94719,1.2737474,833.5891,0.5439605,265.9959,0.21299338,47.67307,0.023219123,8.8853946e-10,0.0
47,,276.34396,1.6324402,3221.9485,0.26439732,6009.0776,1.3621706,1.214719e-07,1.4305105e-06,2.8172293e-05,1.2755312e-05
48,,326.28357,2.3723307,15.122877,0.05540384,71.487656,0.08542828,3.4332366e-08,4.7683704e-07,7.971907e-10,0.0
49,,113.841034,2.494348,1.3480803,0.010975822,1.0145485,0.008303524,1825.0634,0.16307105,5.4448596e-05,2.7775377e-05
50,,300.86377,0.8614372,300.86786,3.22329,6314.0825,1.0788813,1.5954784e-05,1.5854708e-05,0.011788867,0.00024089296
51,,114.12639,2.5610142,3185.334,0.767027,65.46417,0.047515128,2.4052366e-07,2.384183e-06,0.17419228,0.0010570659
52,,117.35451,1.9158719,3104.523,0.30965862,1034.5684,3.3832083,9090.812,2.8051257,0.00033400973,5.2331507e-05
53,,727.1504,1.7618911,406.46924,0.27944273,1.4511703e-05,1.716599e-05,6.1607985e-10,0.0,5.726031e-09,1.19209275e-07
54,,188.54965,1.2144243,6.938011,0.045050863,0.053080536,0.001529239,8.558838e-08,8.3446463e-07,3.7614596,0.009336028
55,,603.28796,2.5440972,0.27311033,0.0045037027,105.14697,0.0779057,0.011748326,0.00064388046,1.1537757e-09,0.0
56,,136.81592,1.7194325,1656.38,3.1631224,0.028595194,0.0010244367,7.311738,0.006980555,9.720673e-10,0.0
