,0,1,2,3,4,5,6,7,8,9,10
0,,197.40514,1.3404633,757.79803,0.9369857,3757.0518,0.8423291,16543.996,0.64882535,254.23299,2.7940938
1,,211.10663,2.0906043,34.36131,0.10525756,11172.141,0.03446209,2305.7144,0.25804725,0.1593073,0.00126925
2,,303.76984,1.3800354,2045.2264,0.9237109,220.57654,0.16813305,3646.9514,0.72271913,32747.871,0.21374597
3,,111.14144,1.6348569,646.89124,0.7116647,61.466522,0.13926962,0.085520424,0.00318223,2.3849149,0.008881825
4,,139.95074,1.710003,82.37604,0.17801335,48.860992,0.08781207,1979.1318,0.3005154,1761.0054,0.14724354
5,,111.811844,2.2897885,376.22675,0.78085136,284.6968,0.27091476,6056.9443,1.2809246,40572.625,0.14004001
6,,413.29318,2.4180722,1360.3578,1.6740015,2393.9036,0.7059867,56.09562,0.08225242,18.331196,0.029617336
7,,189.03818,1.2963053,108.62747,0.2035062,27.115044,0.07112967,37.28987,0.037518546,0.009675932,0.0004240567
8,,301.77676,1.5105437,102.56413,0.25829744,13.729359,0.049933646,0.119428635,0.002654959,19.038898,0.02387256
9,,250.526,2.220512,1009.02576,1.3876256,1517.716,0.52318406,7.971446,0.027484234,0.0044162697,0.00030060066
10,,156.15984,2.6901622,1166.9292,1.0124735,3210.4639,1.0763173,2886.3633,0.34458286,9.1903885e-06,9.536698e-06
11,,219.10448,2.242406,918.4897,1.0140738,3870.2131,0.14250886,25.133526,0.050105665,0.26144665,0.0040203473
12,,149.76851,1.4491676,2429.5186,0.11499431,92.497665,0.13742809,8345.623,0.71224666,1060.7876,0.16734885
13,,96.21875,1.6846521,1043.8347,0.8329085,1764.8708,1.4719454,301.79315,0.16194488,3.6858196,0.011695156
14,,179.64326,2.5877619,251.87924,3.256062,1923.3525,1.2415812,115.18104,0.07123271,863.032,0.13601963
15,,176.07767,2.1305032,522.1227,0.81370544,350.79758,0.257216,142.30197,0.094144635,0.012781694,0.0005337959
16,,428.67877,3.045414,169.92155,0.39756057,0.7383118,0.01215774,2.1117055,0.0115613,0.00037442133,8.999895e-05
17,,202.97021,2.2501948,979.5953,0.99304914,54.12635,0.109446324,1.3755499,0.0074785748,6.4563074,0.010306352
18,,89.23385,1.5525962,379.59717,0.9402421,1838.0762,1.66061,1578.7539,0.74424964,5949.5938,1.4916072
19,,129.36662,2.5350828,593.93286,0.8743596,6505.901,0.19886947,17.069176,0.028980037,8020.3716,0.4747064
20,,75.88928,2.1183262,250.92497,0.70518136,1256.9473,0.7857193,5763.036,0.37518197,477.26004,0.15270437
21,,91.27377,2.4823818,1537.3229,2.6344855,521.26434,2.4643192,2211.5254,0.44703674,1038.0088,0.1857428
22,,306.3285,1.8998704,93.514244,0.25850862,662.2747,0.34528166,104.738556,2.9421003,0.63558257,0.0037710997
23,,142.72485,1.736778,2617.6416,1.3520937,395.8689,0.15918164,23776.178,0.51198286,7.0104136e-07,2.145765e-06
24,,343.40253,2.0362053,1394.9707,1.2924932,36.897137,0.086592905,0.00037744653,0.00018046658,1.5692612e-08,4.7683704e-07
25,,486.26892,1.7622136,10.99202,0.093244344,11.502522,0.047763143,405.8488,0.18856807,0.15420471,0.0024971755
26,,169.34271,1.3648912,11.146353,0.07073057,113.818375,0.11791792,0.5925759,0.0038797597,0.024823712,0.0007388246
27,,222.56624,1.4701371,263.7007,0.6567139,640.19434,0.64344966,7.110176,0.029656338,0.035363853,0.0013077051
28,,223.66913,1.7894295,195.64464,0.41750142,4335.045,0.18151443,393.91553,0.20403193,0.27803534,0.0031918555
29,,639.8739,1.859707,858.0709,0.46322048,4663.6846,0.87236613,1516.1504,0.4571523,268.75793,0.11388573
30,,198.63748,1.7585512,940.4371,0.8572541,257.8977,0.26519355,1898.8921,0.3825654,0.16436544,0.002561742
31,,443.88818,2.7783108,1043.8752,1.4268944,446.85257,2.383588,12785.219,0.91990006,4837.37,0.8344215
32,,264.04395,1.8060102,952.3949,1.9377304,522.31836,4.138612,3274.7383,2.8141448,1598.2144,3.0877097
33,,365.4811,2.042593,322.8481,1.0557683,110.98437,0.2298793,2383.7148,1.06107,7445.414,0.8450731
