,0,1,2,3,4,5,6,7,8,9,10
0,,118.713,4.01157,2.5162838,5.905874,9.150026,4.644363,424.48444,4.8991833,177.49931,3.0580602
1,,60.6944,2.4225738,849.66284,3.1795926,3772.6616,4.8818364,6893.7134,5.993387,12350.125,2.1275728
2,,69.0111,3.6433096,31.815317,4.8970284,2147.6697,5.501736,3353.945,4.5246444,53.350906,6.0454087
3,,178.02835,2.140225,584.355,0.80099374,200.25224,0.18548547,4.1592336,0.014190364,0.063863076,0.00097513315
4,,108.16023,3.6311803,16.814404,5.3522224,80.31073,3.2416224,10472.298,0.9165781,103.58712,0.06983484
5,,666.2042,1.9644638,333.42636,2.362743,1435.3229,2.5666049,2590.752,1.7227688,366.59778,0.12631486
6,,99.19093,4.0496316,1138.6415,2.666315,579.64185,0.56909627,317.95108,0.17246604,2.0392861,0.0067550153
7,,170.21793,2.6317165,1055.832,3.2001524,4575.1743,3.6154673,8093.713,3.8587627,24038.145,1.2750477
8,,376.45572,1.7808298,553.7913,3.070236,65.392426,0.08719639,8682.246,1.4681064,1187.8568,0.13272542
9,,306.26114,1.4889395,1435.6786,2.0110526,5083.9097,0.689875,12039.893,0.31670526,12.402618,0.016426213
10,,470.93536,3.1897874,1526.2693,2.1482098,5959.269,0.7515256,27.971352,0.036121484,0.030333236,0.0006760458
11,,165.77194,2.4353008,1328.6093,3.8835247,3189.0532,3.3395998,1840.2587,1.7456733,24575.86,0.9491841
12,,125.951805,2.2331982,150.36188,2.3201246,1278.9546,2.29009,1265.2527,2.124251,226.39935,0.067130916
13,,76.38925,2.169615,416.80225,3.5643365,2259.6968,2.619771,5157.602,1.0916209,21662.33,0.1471824
14,,160.05777,2.4462767,1073.7397,3.257998,12914.465,0.4614686,0.9068525,0.004087903,4.75323,5.1137214
15,,247.91629,3.684143,61.947662,5.0540624,926.81696,1.8541396,2088.3494,0.3911673,12.71073,0.016323367
16,,194.44815,2.3637967,1178.1035,3.7365048,809.1542,4.5056458,145.5544,4.807741,39064.71,1.9201725
17,,310.24008,3.561275,784.0388,4.2260146,2072.65,3.5056913,18306.008,2.4378667,33138.79,1.2320364
18,,674.97473,3.2025785,1254.6777,4.7872496,1577.181,6.4431725,925.96014,6.657829,522.42755,4.483376
19,,138.15762,3.4780314,58.66978,4.20263,6456.2446,4.8888726,5.803981,7.194864,13.086952,3.8901834
20,,360.57178,2.3614495,972.7113,1.8587718,2795.1064,1.0007982,2.4598808,0.010918281,0.001946609,0.00018261196
21,,115.43855,3.1350083,61.115738,4.083191,48.568615,4.509804,5891.9033,2.4195473,2544.0105,0.9962971
22,,159.91562,2.0831869,1056.0452,2.6501985,1797.4274,2.851965,4246.4824,3.0716887,11570.479,2.2318373
23,,477.6385,1.7534248,1558.1484,3.7872128,164.75703,3.4325824,3051.9434,1.771361,6211.42,0.90638286
24,,351.08765,1.6476876,1041.0146,4.8879905,67.35619,6.8862486,2873.1763,6.521715,223.0094,7.5992956
25,,350.9138,3.122709,1013.4761,3.9461136,10282.388,5.604116,7022.8247,3.2599795,79.40031,0.031597603
26,,118.66375,2.2782695,1235.5323,0.60608685,625.1532,0.29398513,15.50279,0.024047837,6.1239405,0.008165548
27,,228.256,1.681109,2034.35,3.0807748,482.893,1.8967896,11441.477,0.80431426,1395.3682,0.21203867
28,,620.1056,1.8453617,296.78558,3.5078526,555.2189,2.4778244,534.1997,0.25340295,54.71997,0.049734037
29,,64.55675,2.2023475,225.51926,3.3495207,1324.0167,2.9952097,8022.5576,2.4552028,9543.838,3.5496519
30,,280.87616,1.9506943,140.21548,0.3572009,103.83125,0.16591738,1265.3098,0.34469712,5.2812104,0.012298347
31,,127.84923,2.531939,330.1115,3.4792492,5299.993,0.44469112,0.86008394,0.0067129806,2629.018,2.5867343
32,,593.0266,2.4966924,315.37473,4.4227486,5713.919,3.8608627,779.2638,3.0530455,2.2234347,0.0064802747
33,,140.1605,1.5311524,274.9035,2.17137,1336.7122,1.3436882,110.73172,0.07735373,779.0813,0.13061772
34,,825.71655,2.5018702,80.17432,2.442046,217.8289,1.8033775,389.17493,1.5367954,2251.3801,0.48363465
35,,146.38583,2.1375294,1479.2593,3.3436656,1380.3817,3.0446296,5019.352,1.406622,3658.6758,1.4599501
36,,147.17007,2.304974,284.6905,3.3767064,1322.6807,0.4091747,1424.1023,1.5713408,3.6635318,0.007940865
37,,126.29648,2.2908936,1537.6677,1.5742832,464.7853,0.3738885,6.658619,0.019132005,0.20057122,0.0019869127
38,,250.47516,3.3364608,219.86871,4.205694,232.53995,3.2394137,5363.407,0.93989044,7205.9727,0.4596311
39,,295.77655,3.4963784,494.41284,3.3327978,2434.5352,2.6705275,6420.97,1.104526,3244.5815,1.277802
40,,113.001045,2.445158,921.561,5.0646133,1492.1477,3.9064975,4911.3447,1.6538874,1792.4822,0.3445748
41,,405.6294,2.5296113,1172.1184,1.7800729,3644.809,1.3764704,833.8998,2.799139,2035.6942,0.20982888
42,,744.56915,2.1040497,480.56213,1.9643633,1315.4044,1.4846911,15896.601,2.572955,35519.156,0.2405311
43,,232.02466,3.4647532,868.05396,3.980508,3712.6016,3.0864348,765.2395,0.3850698,69.7245,0.055684637
44,,369.29706,2.3859243,44.033043,5.15433,110.18173,4.447445,11758.025,2.099798,0.33481905,0.002043066
45,,149.64197,2.8219125,734.41943,3.2285132,3647.6401,1.4831046,11545.697,0.9401395,586.924,0.13986525
46,,238.5411,3.9628386,80.97002,3.4145908,76.6352,3.5719385,4545.121,2.2094069,84.303474,3.2334657
