,0,1,2,3,4,5,6,7,8,9,10
0,,281.5592,2.6493607,356.57968,2.2762084,3854.425,2.784838,24373.55,3.2600691,447.53687,4.591855
1,,582.44244,2.016269,407.7183,2.4759455,4601.334,0.6313683,65.34585,0.028943444,11.718641,0.009348783
2,,481.23962,1.4794595,638.0839,2.4092798,1717.6052,1.0643945,13069.954,0.39246663,21473.957,0.4541211
3,,1005.91284,2.2048426,364.7859,2.3139434,3847.5881,3.1576846,31061.496,1.1305188,456.20975,0.09893161
4,,621.80774,2.4100187,222.39996,1.8827924,45.872963,0.11357868,248.6108,0.08365792,73.17944,0.030938797
5,,863.0955,2.7069135,794.2299,2.6135926,1211.3044,2.2701488,91.04433,0.055325907,228.10625,0.06975825
6,,448.04108,1.8956683,370.05225,2.2558048,6092.8936,1.091548,1.7907652,0.00827716,1286.1765,0.114953294
7,,481.64426,2.5865688,527.52277,1.7785052,6583.4043,0.24557531,6.1115227,0.017882198,0.12578544,0.0014746041
8,,417.55896,2.787576,362.2702,2.6795557,2288.235,3.497697,11070.88,3.448062,32606.436,3.0812936
9,,828.91046,2.1846588,773.10974,1.8320675,572.81226,0.47332513,1.3339887,0.009328471,0.22388738,0.0023306846
10,,423.50305,2.5538306,330.1736,1.5757247,625.8822,0.37959638,8304.185,0.75160813,3.5956767,0.008433325
11,,425.9544,2.4032273,262.06787,2.115544,4728.859,0.823466,10.779491,5.0229225,4424.206,1.6919875
12,,140.86475,2.0092092,521.4209,3.098744,2899.8442,3.6701474,3124.6348,3.9490924,15291.579,2.2427545
13,,559.8643,2.214817,531.1121,2.821196,9666.918,1.1785016,33.296158,0.03943935,44286.504,0.33714297
14,,235.83815,1.8020883,245.2409,2.3919537,1111.623,0.6459595,51.01264,0.04832634,0.52960604,0.0031468181
15,,271.2547,1.8076725,786.1664,1.4258087,2269.1567,0.7184949,675.4846,0.117266536,1.4257379,0.0046068253
16,,583.3932,2.3821979,476.12646,1.9386655,6472.662,0.5965231,50.956066,0.044608835,15400.896,0.8797136
17,,417.00372,2.696457,361.24994,2.1362338,2011.7166,0.9452671,417.9419,2.6585572,37439.234,0.21776834
18,,1166.4087,2.1427112,395.76453,1.6942959,1050.249,1.0705452,4338.2715,0.49403387,65091.5,0.047971327
19,,594.6477,2.0617456,403.14682,1.8590223,2448.98,2.8194664,7202.4243,1.065011,61986.68,0.30466354
20,,348.04327,2.2639353,462.46814,2.5699015,6230.8774,2.6274452,2656.6174,1.3356032,201.87012,0.08655048
21,,792.88855,2.4823434,446.89313,2.1735566,4968.698,2.4644513,143.62442,0.058276616,0.46251982,0.0025875438
22,,679.4155,2.252495,316.4159,2.3324246,1545.6648,1.1234918,0.8858483,0.0066125626,0.98800844,0.0042503024
23,,583.82385,2.2482789,631.57916,2.4204583,2533.4087,1.3287282,1351.2363,0.30412966,1409.278,0.19943483
24,,646.2728,2.2647882,655.2351,1.7058294,2591.7288,1.7181327,9638.229,1.0105773,512.31226,0.1230529
